Genre,Publication Date,Author,Title,Rating,Ratings Count,Reviews Count,Author Info
GenresHistorical FictionFictionClassicsHistoricalAfrican AmericanAfricaRace ...more,"First published August 17, 1976",Alex Haley,Roots: The Saga of an American Family,4.44,"160,795 ratings","4,297 reviews","Alex Haley75 books1,087 followers"
GenresFictionClassicsRussiaHistorical FictionRussian LiteratureLiteratureNovels ...more,"First published November 1, 1962",Aleksandr Solzhenitsyn,One Day in the Life of Ivan Denisovich,3.98,"116,699 ratings","6,261 reviews","Aleksandr Solzhenitsyn444 books3,706 followers"
GenresHistorical FictionRomanceFantasyFictionTime TravelHistoricalHistorical Romance ...more,"First published June 1, 1991",Diana Gabaldon,Outlander,4.26,"1,079,379 ratings","55,084 reviews",Diana Gabaldon187 books178k followers
GenresFictionChildrensFantasyMiddle GradeYoung AdultClassicsHumor ...more,"First published September 28, 1988",Roald Dahl,Matilda,4.33,"987,189 ratings","24,086 reviews","Roald Dahl1,390 books25.2k followers"
GenresNonfictionClassicsMemoirBiographyAutobiographyPoetryFeminism ...more,"First published January 1, 1969",Maya Angelou,I Know Why the Caged Bird Sings,4.29,"541,361 ratings","16,898 reviews",Maya Angelou242 books13.6k followers
GenresHistorical FictionFictionJapanHistoricalClassicsAdventureLiterature ...more,"First published June 1, 1975",James Clavell,Shōgun,4.41,"190,039 ratings","7,001 reviews","James Clavell122 books3,232 followers"
GenresFictionHistorical FictionIndiaIndian LiteratureLiterary FictionHistoricalCanada ...more,"First published January 1, 1995",Rohinton Mistry,A Fine Balance,4.37,"151,701 ratings","11,447 reviews","Rohinton Mistry41 books3,363 followers"
GenresScience FictionFictionClassicsScience Fiction FantasyFantasyNovelsSpeculative Fiction ...more,"First published July 1, 1961",Robert A. Heinlein,Stranger in a Strange Land,3.92,"315,850 ratings","10,259 reviews","Robert A. Heinlein957 books9,827 followers"
GenresFictionMagical RealismClassicsIndiaHistorical FictionFantasyLiterature ...more,"First published March 12, 1981",Salman Rushdie,Midnight’s Children,3.98,"126,053 ratings","8,602 reviews",Salman Rushdie137 books12.1k followers
GenresFantasyFictionHumorAudiobookComedyUrban FantasyScience Fiction Fantasy ...more,"First published May 10, 1990",Terry Pratchett,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.26,"769,977 ratings","42,042 reviews",Terry Pratchett512 books43.6k followers
GenresFictionMagical RealismJapanese LiteratureFantasyContemporaryNovelsLiterature ...more,"First published April 12, 1994",Haruki Murakami,The Wind-Up Bird Chronicle,4.15,"290,606 ratings","20,669 reviews",Haruki Murakami559 books122k followers
GenresFictionClassicsLiteratureNovelsContemporaryHumorLiterary Fiction ...more,"First published February 1, 1996",David Foster Wallace,Infinite Jest,4.25,"93,827 ratings","11,542 reviews",David Foster Wallace123 books12.1k followers
GenresNonfictionPsychologyPhilosophySelf HelpMemoirBiographySpirituality ...more,"First published January 1, 1946",Viktor E. Frankl,Man’s Search for Meaning,4.37,"745,300 ratings","41,249 reviews","Viktor E. Frankl168 books7,059 followers"
GenresFictionChristianClassicsReligionChristianityFantasyTheology ...more,"First published February 1, 1942",C.S. Lewis,The Screwtape Letters,4.27,"461,160 ratings","17,097 reviews","C.S. Lewis1,121 books43.6k followers"
GenresClassicsFictionShort StoriesIrelandLiteratureIrish Literature20th Century ...more,"First published June 15, 1914",James Joyce,Dubliners,3.84,"160,003 ratings","9,382 reviews","James Joyce2,078 books8,551 followers"
GenresPlaysClassicsFictionDramaSchoolRead For SchoolLiterature ...more,"First published January 1, 1947",Tennessee Williams,A Streetcar Named Desire,3.98,"315,802 ratings","7,544 reviews","Tennessee Williams549 books3,376 followers"
GenresFantasyFictionYoung AdultChildrensScience Fiction FantasyScience FictionClassics ...more,"First published November 1, 2000",Philip Pullman,His Dark Materials,4.29,"163,260 ratings","5,767 reviews",Philip Pullman286 books24.5k followers
GenresScience FictionFictionDystopiaCyberpunkScience Fiction FantasyFantasyClassics ...more,"First published January 1, 1968",Philip K. Dick,Do Androids Dream of Electric Sheep?,4.09,"464,084 ratings","20,641 reviews","Philip K. Dick1,757 books20.7k followers"
GenresFictionMagical RealismHistorical FictionFantasySpanish LiteratureHistoricalNovels ...more,"First published January 1, 1982",Isabel Allende,The House of the Spirits,4.28,"278,960 ratings","15,947 reviews",Isabel Allende191 books40.2k followers
GenresClassicsFictionLiteratureRomanceAmericanNovels20th Century ...more,"First published April 12, 1934",F. Scott Fitzgerald,Tender Is the Night,3.78,"139,365 ratings","7,158 reviews","F. Scott Fitzgerald1,933 books24.2k followers"
GenresFictionClassicsHistorical FictionLiteratureLiterary FictionContemporaryNovels ...more,"First published May 10, 1985",John Irving,The Cider House Rules,4.16,"187,633 ratings","5,285 reviews",John Irving145 books15.1k followers
GenresMysteryFictionCrimeMystery ThrillerThrillerAudiobookDetective ...more,"First published January 1, 1934",Agatha Christie,Murder on the Orient Express,4.20,"645,377 ratings","42,036 reviews","Agatha Christie4,461 books67.4k followers"
GenresFictionIndiaHistorical FictionClassicsContemporaryLiterary FictionIndian Literature ...more,"First published April 1, 1997",Arundhati Roy,The God of Small Things,3.96,"303,933 ratings","19,887 reviews",Arundhati Roy106 books11.9k followers
GenresFictionHistorical FictionRussiaRussian LiteratureClassicsRomanceLiterature ...more,"First published November 1, 1957",Boris Pasternak,Doctor Zhivago,4.01,"98,015 ratings","4,538 reviews","Boris Pasternak553 books1,377 followers"
GenresScience FictionFictionClassicsShort StoriesFantasyScience Fiction FantasyAudiobook ...more,"First published May 4, 1950",Ray Bradbury,The Martian Chronicles,4.15,"267,400 ratings","11,640 reviews","Ray Bradbury2,382 books23.3k followers"
GenresFantasyFictionHistorical FictionArthurianMythologyClassicsHistorical ...more,"First published December 1, 1982",Marion Zimmer Bradley,The Mists of Avalon,4.13,"208,114 ratings","7,681 reviews","Marion Zimmer Bradley738 books4,620 followers"
GenresFictionClassicsScience FictionHumorLiteratureNovelsAmerican ...more,"First published July 12, 1973",Kurt Vonnegut Jr.,Breakfast of Champions,4.07,"264,715 ratings","10,172 reviews",Kurt Vonnegut Jr.569 books34.4k followers
GenresFantasyFictionClassicsHigh FantasyScience Fiction FantasyEpic FantasyMythology ...more,"First published September 15, 1977",J.R.R. Tolkien,The Silmarillion,4.01,"301,318 ratings","13,670 reviews",J.R.R. Tolkien549 books72.3k followers
GenresHorrorFictionThrillerFantasyClassicsAudiobookMystery ...more,"First published September 15, 1986",Stephen         King,It,4.24,"1,144,763 ratings","37,255 reviews","Stephen         King2,555 books854k followers"
GenresNonfictionMemoirBiographyClassicsPhilosophyInspirationalSelf Help ...more,"First published August 18, 1997",Mitch Albom,Tuesdays with Morrie,4.18,"1,059,496 ratings","42,149 reviews",Mitch Albom88 books112k followers
GenresFictionClassicsHistorical FictionLiteratureAmericanNovels20th Century ...more,"First published October 14, 1905",Edith Wharton,The House of Mirth,3.97,"99,574 ratings","6,630 reviews","Edith Wharton1,388 books4,615 followers"
GenresFictionClassicsPhilosophyFantasySpiritualityInspirationalSelf Help ...more,"First published January 1, 1970",Richard Bach,Jonathan Livingston Seagull,3.85,"256,065 ratings","11,362 reviews","Richard Bach99 books3,492 followers"
GenresHistoryNonfictionScienceAnthropologySociologyPoliticsEconomics ...more,"First published May 9, 1997",Jared Diamond,"Guns, Germs, and Steel: The Fates of Human Societies",4.04,"419,784 ratings","14,591 reviews","Jared Diamond30 books7,458 followers"
GenresFantasyClassicsFictionHistorical FictionArthurianMythologyYoung Adult ...more,"First published January 1, 1958",T.H. White,The Once and Future King,4.07,"113,820 ratings","5,357 reviews","T.H. White111 books1,271 followers"
GenresFictionMysteryThrillerMystery ThrillerSuspenseAdventureCrime ...more,"First published May 1, 2000",Dan       Brown,Angels & Demons,3.94,"3,239,150 ratings","34,535 reviews",Dan       Brown75 books103k followers
GenresNonfictionBiographyHistoryMemoirAutobiographyRaceClassics ...more,"First published October 29, 1965",Malcolm X,The Autobiography of Malcolm X,4.36,"272,374 ratings","9,416 reviews","Malcolm X109 books2,822 followers"
GenresClassicsPlaysFictionDramaSchoolTheatreLiterature ...more,"First published January 1, 1949",Arthur Miller,Death of a Salesman,3.57,"239,710 ratings","8,222 reviews","Arthur Miller532 books2,831 followers"
GenresClassicsFictionChildrensFantasyAnimalsYoung AdultMiddle Grade ...more,"First published October 8, 1908",Kenneth Grahame,The Wind in the Willows,4.02,"223,921 ratings","9,563 reviews",Kenneth Grahame719 books670 followers
GenresHistorical FictionFictionFantasyHistoricalClassicsAdventurePrehistoric ...more,"First published May 4, 1980",Jean M. Auel,The Clan of the Cave Bear,4.09,"270,712 ratings","8,256 reviews","Jean M. Auel82 books4,130 followers"
GenresClassicsFictionHistorical FictionLiteraturePoliticsSchoolNovels ...more,"First published January 1, 1906",Upton Sinclair,The Jungle,3.77,"147,526 ratings","7,357 reviews","Upton Sinclair459 books1,074 followers"
GenresNonfictionTrue CrimeMysteryCrimeHistoryClassicsAudiobook ...more,"First published January 13, 1994",John Berendt,Midnight in the Garden of Good and Evil,3.92,"276,743 ratings","12,822 reviews","John Berendt25 books1,155 followers"
GenresFictionHistorical FictionClassicsLiteratureSchoolHistoricalAmerican ...more,"First published September 1, 1918",Willa Cather,My Ántonia,3.83,"140,049 ratings","9,371 reviews","Willa Cather798 books2,438 followers"
GenresFictionClassicsLiteratureNovelsHistorical FictionLiterary FictionSouthern Gothic ...more,"First published June 4, 1940",Carson McCullers,The Heart Is a Lonely Hunter,3.99,"112,328 ratings","8,520 reviews","Carson McCullers111 books2,876 followers"
GenresShort StoriesFictionIndiaContemporaryLiterary FictionLiteratureIndian Literature ...more,"First published April 20, 1999",Jhumpa Lahiri,Interpreter of Maladies,4.17,"196,624 ratings","14,377 reviews",Jhumpa Lahiri89 books13.7k followers
GenresLiterary FictionRomanceLiteratureModern ClassicsFrench LiteratureMemoirPsychology ...more,"First published November 14, 1913",Marcel Proust,Du côté de chez Swann,4.15,"62,316 ratings","5,671 reviews","Marcel Proust1,781 books6,704 followers"
GenresClassicsFictionHistorical FictionRomanceLiteratureAmericanHistorical ...more,"First published October 1, 1920",Edith Wharton,The Age of Innocence,3.97,"179,153 ratings","10,920 reviews","Edith Wharton1,388 books4,615 followers"
GenresFantasyFictionYoung AdultMagicChildrensAudiobookMiddle Grade ...more,"First published July 8, 2000",J.K. Rowling,Harry Potter and the Goblet of Fire,4.57,"3,800,576 ratings","72,292 reviews",J.K. Rowling754 books227k followers
GenresFictionMagical RealismRomanceHistorical FictionClassicsFantasyFood ...more,"First published January 1, 1989",Laura Esquivel,Like Water for Chocolate,3.95,"371,486 ratings","14,085 reviews","Laura Esquivel59 books2,226 followers"
GenresFictionHistorical FictionClassicsRomanceWarHistoricalCanada ...more,"First published September 1, 1992",Michael Ondaatje,The English Patient,3.86,"133,804 ratings","6,177 reviews","Michael Ondaatje112 books3,883 followers"
GenresClassicsNonfictionFeminismEssaysPhilosophyWritingLiterature ...more,"First published October 24, 1929",Virginia Woolf,A Room of One’s Own,4.21,"217,647 ratings","18,858 reviews","Virginia Woolf1,599 books25.4k followers"
GenresFictionClassicsItalian LiteratureMagical RealismLiteratureItalyNovels ...more,"First published June 2, 1979",Italo Calvino,If on a Winter’s Night a Traveler,4.03,"100,741 ratings","9,599 reviews","Italo Calvino512 books8,161 followers"
GenresFictionHistorical FictionNovelsHistoricalLiteratureLiterary FictionContemporary ...more,"First published September 19, 2000",Michael Chabon,The Amazing Adventures of Kavalier & Clay,4.18,"204,868 ratings","12,389 reviews","Michael Chabon70 books8,526 followers"
GenresClassicsFictionRomanceHistorical FictionItalyLiteratureBritish Literature ...more,"First published January 1, 1908",E.M. Forster,A Room with a View,3.90,"188,099 ratings","9,183 reviews","E.M. Forster279 books3,806 followers"
GenresPhilosophyFictionClassicsSpiritualityTravelPsychologySelf Help ...more,"First published April 1, 1974",Robert M. Pirsig,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,3.78,"233,644 ratings","10,915 reviews","Robert M. Pirsig6 books1,488 followers"
GenresGraphic NovelsComicsHistoryNonfictionMemoirHolocaustBiography ...more,"First published August 12, 1986",Art Spiegelman,Maus I: A Survivor's Tale: My Father Bleeds History,4.38,"342,147 ratings","10,150 reviews","Art Spiegelman87 books2,999 followers"
GenresFictionAfricaSouth AfricaClassicsLiteratureNovelsContemporary ...more,"First published January 1, 1999",J.M. Coetzee,Disgrace,3.85,"108,593 ratings","8,475 reviews","J.M. Coetzee169 books4,885 followers"
GenresFictionShort StoriesMagical RealismFantasyLiteratureSpanish LiteraturePhilosophy ...more,"First published January 1, 1944",Jorge Luis Borges,Ficciones,4.41,"69,808 ratings","4,484 reviews","Jorge Luis Borges1,837 books13k followers"
GenresChildrensFantasyFictionClassicsYoung AdultMiddle GradeAdventure ...more,"First published November 1, 1961",Roald Dahl,James and the Giant Peach,4.03,"482,981 ratings","9,211 reviews","Roald Dahl1,390 books25.2k followers"
GenresFictionHistorical FictionClassicsLiteratureNovelsBritish LiteratureLGBT ...more,"First published January 1, 1945",Evelyn Waugh,Brideshead Revisited,4.00,"116,839 ratings","7,320 reviews","Evelyn Waugh254 books2,632 followers"
GenresFictionClassicsLiteratureHistorical FictionAmericanNovelsLiterary Fiction ...more,"First published January 1, 1945",John Steinbeck,Cannery Row,4.06,"141,351 ratings","7,966 reviews",John Steinbeck870 books23.4k followers
GenresFictionClassicsLiteratureScience FictionHistorical FictionNovelsAmerican ...more,"First published February 28, 1973",Thomas Pynchon,Gravity’s Rainbow,4.00,"44,871 ratings","4,346 reviews","Thomas Pynchon47 books6,631 followers"
GenresChildrensPicture BooksFictionPoetryClassicsFantasyHumor ...more,"First published March 12, 1957",Dr. Seuss,The Cat in the Hat,4.19,"550,480 ratings","7,294 reviews",Dr. Seuss941 books17.8k followers
GenresFantasyFictionClassicsChildrensYoung AdultMiddle GradeAdventure ...more,"First published January 1, 1961",Norton Juster,The Phantom Tollbooth,4.20,"291,639 ratings","13,699 reviews","Norton Juster16 books1,040 followers"
GenresFictionContemporaryLiterary FictionNovelsMental HealthAdult FictionPsychology ...more,"First published June 14, 1998",Wally Lamb,I Know This Much Is True,4.21,"314,936 ratings","10,501 reviews","Wally Lamb16 books7,893 followers"
